pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags,a,e,v,,,,,,x,y,z
19:38.3,19:56.4,530396.4,38.16131719,-122.4545061,-21.1459,0.02,0.073,12,4,6356583.8,0.0819,6371817.943,,-3060513.448,-3927996.988,-5340571.097,,,,
19:38.4,19:56.5,530396.5,38.16131782,-122.4545071,-21.1559,0.02,0.074,12,4,6356583.8,0.0819,6371817.942,,-3060512.566,-3927997.303,-5340571.029,,,,
19:38.5,19:56.6,530396.6,38.1613185,-122.4545082,-21.1435,0.02,0.075,12,4,6356583.8,0.0819,6371817.942,,-3060511.628,-3927997.662,-5340570.974,,,,
19:38.6,19:56.7,530396.7,38.16131917,-122.4545092,-21.1348,0.02,0.076,12,4,6356583.8,0.0819,6371817.942,,-3060510.694,-3927997.991,-5340570.921,,,,
19:38.7,19:56.8,530396.8,38.16131973,-122.4545103,-21.1445,0.021,0.078,12,4,6356583.8,0.0819,6371817.941,,-3060509.928,-3927998.327,-5340570.848,,,,
19:38.8,19:56.9,530396.9,38.16132034,-122.4545114,-21.1567,0.021,0.078,12,4,6356583.8,0.0819,6371817.941,,-3060509.084,-3927998.665,-5340570.772,,,,
19:38.9,19:57.0,530397,38.16132099,-122.4545124,-21.1449,0.021,0.079,12,4,6356583.8,0.0819,6371817.94,,-3060508.182,-3927998.994,-5340570.722,,,,
19:39.0,19:57.1,530397.1,38.16132165,-122.4545135,-21.1321,0.021,0.08,12,4,6356583.8,0.0819,6371817.94,,-3060507.274,-3927999.352,-5340570.668,,,,
19:39.1,19:57.2,530397.2,38.16132233,-122.4545145,-21.1462,0.021,0.081,12,4,6356583.8,0.0819,6371817.94,,-3060506.315,-3927999.668,-5340570.596,,,,
19:39.2,19:57.3,530397.3,38.16132291,-122.4545157,-21.1534,0.022,0.082,12,4,6356583.8,0.0819,6371817.939,,-3060505.527,-3928000.034,-5340570.519,,,,
19:39.3,19:57.4,530397.4,38.16132353,-122.4545167,-21.132,0.022,0.083,12,4,6356583.8,0.0819,6371817.939,,-3060504.676,-3928000.367,-5340570.477,,,,
19:39.4,19:57.5,530397.5,38.16132425,-122.4545178,-21.1387,0.022,0.083,12,4,6356583.8,0.0819,6371817.939,,-3060503.667,-3928000.717,-5340570.406,,,,
19:39.5,19:57.6,530397.6,38.16132488,-122.4545189,-21.1508,0.022,0.084,12,4,6356583.8,0.0819,6371817.938,,-3060502.793,-3928001.057,-5340570.33,,,,
19:39.6,19:57.7,530397.7,38.16132545,-122.45452,-21.1421,0.022,0.085,12,4,6356583.8,0.0819,6371817.938,,-3060502.02,-3928001.405,-5340570.272,,,,
19:39.7,19:57.8,530397.8,38.16132608,-122.454521,-21.1336,0.023,0.086,12,4,6356583.8,0.0819,6371817.938,,-3060501.148,-3928001.731,-5340570.22,,,,
19:39.8,19:57.9,530397.9,38.16132679,-122.4545221,-21.1402,0.023,0.086,12,4,6356583.8,0.0819,6371817.937,,-3060500.154,-3928002.081,-5340570.149,,,,
19:39.9,19:58.0,530398,38.16132744,-122.4545233,-21.1551,0.019,0.07,12,4,6356583.8,0.0819,6371817.937,,-3060499.256,-3928002.447,-5340570.064,,,,
19:40.0,19:58.1,530398.1,38.16132808,-122.4545243,-21.1514,0.019,0.071,12,4,6356583.8,0.0819,6371817.936,,-3060498.366,-3928002.771,-5340570.008,,,,
19:40.1,19:58.2,530398.2,38.16132873,-122.4545253,-21.129,0.019,0.072,12,4,6356583.8,0.0819,6371817.936,,-3060497.47,-3928003.107,-5340569.967,,,,
19:40.2,19:58.3,530398.3,38.16132939,-122.4545264,-21.1317,0.02,0.073,12,4,6356583.8,0.0819,6371817.936,,-3060496.554,-3928003.455,-5340569.9,,,,
19:40.3,19:58.4,530398.4,38.16133001,-122.4545274,-21.1329,0.02,0.074,12,4,6356583.8,0.0819,6371817.935,,-3060495.692,-3928003.774,-5340569.839,,,,
19:40.4,19:58.5,530398.5,38.16133063,-122.4545285,-21.1361,0.02,0.075,12,4,6356583.8,0.0819,6371817.935,,-3060494.837,-3928004.119,-5340569.771,,,,
19:40.5,19:58.6,530398.6,38.1613313,-122.4545295,-21.147,0.02,0.076,12,4,6356583.8,0.0819,6371817.935,,-3060493.894,-3928004.436,-5340569.702,,,,
19:40.6,19:58.7,530398.7,38.16133197,-122.4545305,-21.1337,0.02,0.077,12,4,6356583.8,0.0819,6371817.934,,-3060492.963,-3928004.768,-5340569.654,,,,
19:40.7,19:58.8,530398.8,38.16133258,-122.4545316,-21.1318,0.021,0.078,12,4,6356583.8,0.0819,6371817.934,,-3060492.126,-3928005.115,-5340569.59,,,,
19:40.8,19:58.9,530398.9,38.16133325,-122.4545327,-21.117,0.021,0.078,12,4,6356583.8,0.0819,6371817.934,,-3060491.204,-3928005.475,-5340569.537,,,,
19:40.9,19:59.0,530399,38.16133386,-122.4545338,-21.1372,0.021,0.079,12,4,6356583.8,0.0819,6371817.933,,-3060490.356,-3928005.808,-5340569.454,,,,
19:41.0,19:59.1,530399.1,38.1613346,-122.4545349,-21.1277,0.021,0.08,12,4,6356583.8,0.0819,6371817.933,,-3060489.325,-3928006.17,-5340569.397,,,,
19:41.1,19:59.2,530399.2,38.16133524,-122.454536,-21.1379,0.021,0.081,12,4,6356583.8,0.0819,6371817.932,,-3060488.436,-3928006.512,-5340569.323,,,,
19:41.2,19:59.3,530399.3,38.16133584,-122.4545371,-21.142,0.022,0.082,12,4,6356583.8,0.0819,6371817.932,,-3060487.611,-3928006.854,-5340569.254,,,,
19:41.3,19:59.4,530399.4,38.16133651,-122.4545382,-21.1261,0.022,0.083,12,4,6356583.8,0.0819,6371817.932,,-3060486.69,-3928007.215,-5340569.201,,,,
19:41.4,19:59.5,530399.5,38.16133714,-122.4545393,-21.1383,0.022,0.083,12,4,6356583.8,0.0819,6371817.931,,-3060485.815,-3928007.554,-5340569.126,,,,
19:41.5,19:59.6,530399.6,38.1613378,-122.4545404,-21.1197,0.022,0.084,12,4,6356583.8,0.0819,6371817.931,,-3060484.91,-3928007.915,-5340569.076,,,,
19:41.6,19:59.7,530399.7,38.16133842,-122.4545414,-21.1313,0.022,0.085,12,4,6356583.8,0.0819,6371817.931,,-3060484.043,-3928008.228,-5340569.006,,,,
19:41.7,19:59.8,530399.8,38.16133902,-122.4545426,-21.1349,0.022,0.086,12,4,6356583.8,0.0819,6371817.93,,-3060483.227,-3928008.597,-5340568.932,,,,
19:41.8,19:59.9,530399.9,38.16133967,-122.4545437,-21.1429,0.023,0.086,12,4,6356583.8,0.0819,6371817.93,,-3060482.324,-3928008.941,-5340568.86,,,,
19:41.9,20:00.0,530400,38.16134036,-122.4545447,-21.1114,0.019,0.07,12,4,6356583.8,0.0819,6371817.93,,-3060481.371,-3928009.286,-5340568.827,,,,
19:42.0,20:00.1,530400.1,38.161341,-122.4545458,-21.1177,0.019,0.071,12,4,6356583.8,0.0819,6371817.929,,-3060480.484,-3928009.63,-5340568.756,,,,
19:42.1,20:00.2,530400.2,38.1613416,-122.4545469,-21.119,0.019,0.072,12,4,6356583.8,0.0819,6371817.929,,-3060479.661,-3928009.974,-5340568.689,,,,
19:42.2,20:00.3,530400.3,38.16134221,-122.4545479,-21.1097,0.02,0.073,12,4,6356583.8,0.0819,6371817.928,,-3060478.819,-3928010.298,-5340568.638,,,,
19:42.3,20:00.4,530400.4,38.16134284,-122.454549,-21.1117,0.02,0.074,12,4,6356583.8,0.0819,6371817.928,,-3060477.95,-3928010.644,-5340568.57,,,,
19:42.4,20:00.5,530400.5,38.16134347,-122.4545501,-21.1143,0.02,0.075,12,4,6356583.8,0.0819,6371817.928,,-3060477.08,-3928010.99,-5340568.503,,,,
19:42.5,20:00.6,530400.6,38.16134412,-122.4545511,-21.1158,0.02,0.076,12,4,6356583.8,0.0819,6371817.927,,-3060476.172,-3928011.311,-5340568.442,,,,
19:42.6,20:00.7,530400.7,38.16134475,-122.4545521,-21.0994,0.02,0.077,12,4,6356583.8,0.0819,6371817.927,,-3060475.303,-3928011.642,-5340568.396,,,,
19:42.7,20:00.8,530400.8,38.16134538,-122.4545532,-21.1047,0.021,0.078,12,4,6356583.8,0.0819,6371817.927,,-3060474.432,-3928011.986,-5340568.326,,,,
19:42.8,20:00.9,530400.9,38.16134604,-122.4545542,-21.1047,0.021,0.078,12,4,6356583.8,0.0819,6371817.926,,-3060473.51,-3928012.309,-5340568.267,,,,
19:42.9,20:01.0,530401,38.16134666,-122.4545552,-21.1039,0.021,0.079,12,4,6356583.8,0.0819,6371817.926,,-3060472.648,-3928012.629,-5340568.208,,,,
19:43.0,20:01.1,530401.1,38.16134728,-122.4545563,-21.1025,0.021,0.08,12,4,6356583.8,0.0819,6371817.926,,-3060471.796,-3928012.976,-5340568.143,,,,
19:43.1,20:01.2,530401.2,38.16134788,-122.4545574,-21.1103,0.021,0.081,12,4,6356583.8,0.0819,6371817.925,,-3060470.969,-3928013.316,-5340568.071,,,,
19:43.2,20:01.3,530401.3,38.16134853,-122.4545584,-21.1129,0.022,0.082,12,4,6356583.8,0.0819,6371817.925,,-3060470.061,-3928013.636,-5340568.009,,,,
19:43.3,20:01.4,530401.4,38.16134917,-122.4545594,-21.0918,0.022,0.083,12,4,6356583.8,0.0819,6371817.925,,-3060469.179,-3928013.971,-5340567.968,,,,
19:43.4,20:01.5,530401.5,38.16134977,-122.4545604,-21.0927,0.022,0.083,12,4,6356583.8,0.0819,6371817.924,,-3060468.347,-3928014.288,-5340567.907,,,,
19:43.5,20:01.6,530401.6,38.16135042,-122.4545614,-21.0892,0.022,0.084,12,4,6356583.8,0.0819,6371817.924,,-3060467.442,-3928014.612,-5340567.851,,,,
19:43.6,20:01.7,530401.7,38.16135105,-122.4545624,-21.0896,0.022,0.085,12,4,6356583.8,0.0819,6371817.924,,-3060466.565,-3928014.933,-5340567.791,,,,
19:43.7,20:01.8,530401.8,38.16135174,-122.4545634,-21.0841,0.022,0.086,12,4,6356583.8,0.0819,6371817.923,,-3060465.599,-3928015.262,-5340567.736,,,,
19:43.8,20:01.9,530401.9,38.16135229,-122.4545645,-21.0869,0.019,0.069,12,4,6356583.8,0.0819,6371817.923,,-3060464.851,-3928015.6,-5340567.668,,,,
19:43.9,20:02.0,530402,38.16135289,-122.4545655,-21.0957,0.019,0.07,12,4,6356583.8,0.0819,6371817.922,,-3060464.016,-3928015.913,-5340567.601,,,,
19:44.0,20:02.1,530402.1,38.16135352,-122.4545666,-21.1113,0.019,0.071,12,4,6356583.8,0.0819,6371817.922,,-3060463.14,-3928016.25,-5340567.522,,,,
19:44.1,20:02.2,530402.2,38.16135427,-122.4545676,-21.083,0.019,0.072,12,4,6356583.8,0.0819,6371817.922,,-3060462.094,-3928016.598,-5340567.487,,,,
19:44.2,20:02.3,530402.3,38.16135486,-122.4545686,-21.0785,0.019,0.073,12,4,6356583.8,0.0819,6371817.921,,-3060461.28,-3928016.918,-5340567.431,,,,
19:44.3,20:02.4,530402.4,38.16135547,-122.4545696,-21.0906,0.02,0.074,12,4,6356583.8,0.0819,6371817.921,,-3060460.428,-3928017.229,-5340567.361,,,,
19:44.4,20:02.5,530402.5,38.16135612,-122.4545707,-21.0996,0.02,0.075,12,4,6356583.8,0.0819,6371817.921,,-3060459.525,-3928017.573,-5340567.288,,,,
19:44.5,20:02.6,530402.6,38.16135676,-122.4545717,-21.1002,0.02,0.076,12,4,6356583.8,0.0819,6371817.92,,-3060458.632,-3928017.894,-5340567.228,,,,
19:44.6,20:02.7,530402.7,38.16135745,-122.4545726,-21.0702,0.02,0.077,12,4,6356583.8,0.0819,6371817.92,,-3060457.67,-3928018.211,-5340567.2,,,,
19:44.7,20:02.8,530402.8,38.16135806,-122.4545737,-21.078,0.021,0.077,12,4,6356583.8,0.0819,6371817.92,,-3060456.828,-3928018.552,-5340567.128,,,,
19:44.8,20:02.9,530402.9,38.16135868,-122.4545747,-21.088,0.021,0.078,12,4,6356583.8,0.0819,6371817.919,,-3060455.962,-3928018.865,-5340567.06,,,,
19:44.9,20:03.0,530403,38.16135932,-122.4545757,-21.0934,0.021,0.079,12,4,6356583.8,0.0819,6371817.919,,-3060455.067,-3928019.183,-5340566.995,,,,
19:45.0,20:03.1,530403.1,38.16135994,-122.4545767,-21.0648,0.021,0.08,12,4,6356583.8,0.0819,6371817.919,,-3060454.219,-3928019.52,-5340566.96,,,,
19:45.1,20:03.2,530403.2,38.16136058,-122.4545777,-21.0743,0.021,0.081,12,4,6356583.8,0.0819,6371817.918,,-3060453.323,-3928019.836,-5340566.892,,,,
19:45.2,20:03.3,530403.3,38.16136116,-122.4545788,-21.1022,0.022,0.082,12,4,6356583.8,0.0819,6371817.918,,-3060452.517,-3928020.161,-5340566.803,,,,
19:45.3,20:03.4,530403.4,38.16136186,-122.4545799,-21.0906,0.022,0.083,12,4,6356583.8,0.0819,6371817.918,,-3060451.548,-3928020.521,-5340566.748,,,,
19:45.4,20:03.5,530403.5,38.16136256,-122.4545809,-21.0748,0.022,0.083,12,4,6356583.8,0.0819,6371817.917,,-3060450.572,-3928020.858,-5340566.701,,,,
19:45.5,20:03.6,530403.6,38.1613632,-122.4545819,-21.0669,0.022,0.084,12,4,6356583.8,0.0819,6371817.917,,-3060449.683,-3928021.184,-5340566.649,,,,
19:45.6,20:03.7,530403.7,38.16136381,-122.4545829,-21.0704,0.022,0.085,12,4,6356583.8,0.0819,6371817.917,,-3060448.835,-3928021.5,-5340566.586,,,,
19:45.7,20:03.8,530403.8,38.16136441,-122.4545839,-21.0729,0.022,0.086,12,4,6356583.8,0.0819,6371817.916,,-3060448.003,-3928021.817,-5340566.524,,,,
19:45.8,20:03.9,530403.9,38.16136509,-122.454585,-21.0806,0.018,0.068,12,4,6356583.8,0.0819,6371817.916,,-3060447.054,-3928022.163,-5340566.452,,,,
19:45.9,20:04.0,530404,38.16136571,-122.4545861,-21.0819,0.019,0.07,12,4,6356583.8,0.0819,6371817.915,,-3060446.201,-3928022.508,-5340566.386,,,,
19:46.0,20:04.1,530404.1,38.16136635,-122.4545872,-21.0864,0.019,0.071,12,4,6356583.8,0.0819,6371817.915,,-3060445.315,-3928022.854,-5340566.316,,,,
19:46.1,20:04.2,530404.2,38.16136692,-122.4545881,-21.1012,0.019,0.072,12,4,6356583.8,0.0819,6371817.915,,-3060444.514,-3928023.133,-5340566.25,,,,
19:46.2,20:04.3,530404.3,38.16136758,-122.4545891,-21.0752,0.019,0.073,12,4,6356583.8,0.0819,6371817.914,,-3060443.604,-3928023.472,-5340566.213,,,,
19:46.3,20:04.4,530404.4,38.16136817,-122.4545902,-21.0987,0.02,0.074,12,4,6356583.8,0.0819,6371817.914,,-3060442.785,-3928023.801,-5340566.127,,,,
19:46.4,20:04.5,530404.5,38.16136886,-122.4545913,-21.0919,0.02,0.075,12,4,6356583.8,0.0819,6371817.914,,-3060441.828,-3928024.157,-5340566.068,,,,
19:46.5,20:04.6,530404.6,38.16136948,-122.4545923,-21.0743,0.02,0.076,12,4,6356583.8,0.0819,6371817.913,,-3060440.975,-3928024.488,-5340566.023,,,,
19:46.6,20:04.7,530404.7,38.16137009,-122.4545933,-21.0732,0.02,0.077,12,4,6356583.8,0.0819,6371817.913,,-3060440.129,-3928024.807,-5340565.964,,,,
19:46.7,20:04.8,530404.8,38.16137065,-122.4545944,-21.0837,0.021,0.077,12,4,6356583.8,0.0819,6371817.913,,-3060439.363,-3928025.141,-5340565.89,,,,
19:46.8,20:04.9,530404.9,38.16137127,-122.4545954,-21.094,0.021,0.078,12,4,6356583.8,0.0819,6371817.912,,-3060438.496,-3928025.455,-5340565.822,,,,
19:46.9,20:05.0,530405,38.16137187,-122.4545965,-21.1048,0.021,0.079,12,4,6356583.8,0.0819,6371817.912,,-3060437.668,-3928025.792,-5340565.747,,,,
19:47.0,20:05.1,530405.1,38.1613725,-122.4545975,-21.0961,0.021,0.08,12,4,6356583.8,0.0819,6371817.912,,-3060436.795,-3928026.118,-5340565.695,,,,
19:47.1,20:05.2,530405.2,38.16137313,-122.4545985,-21.0822,0.021,0.081,12,4,6356583.8,0.0819,6371817.911,,-3060435.925,-3928026.447,-5340565.647,,,,
19:47.2,20:05.3,530405.3,38.16137375,-122.4545995,-21.0669,0.022,0.082,12,4,6356583.8,0.0819,6371817.911,,-3060435.071,-3928026.776,-5340565.6,,,,
19:47.3,20:05.4,530405.4,38.16137436,-122.4546006,-21.0888,0.022,0.083,12,4,6356583.8,0.0819,6371817.911,,-3060434.222,-3928027.107,-5340565.516,,,,
19:47.4,20:05.5,530405.5,38.16137498,-122.4546016,-21.1008,0.022,0.083,12,4,6356583.8,0.0819,6371817.91,,-3060433.355,-3928027.419,-5340565.447,,,,
19:47.5,20:05.6,530405.6,38.16137562,-122.4546026,-21.0886,0.022,0.084,12,4,6356583.8,0.0819,6371817.91,,-3060432.469,-3928027.748,-5340565.397,,,,
19:47.6,20:05.7,530405.7,38.16137622,-122.4546036,-21.0753,0.022,0.085,12,4,6356583.8,0.0819,6371817.91,,-3060431.644,-3928028.074,-5340565.349,,,,
19:47.7,20:05.8,530405.8,38.16137682,-122.4546046,-21.0851,0.022,0.086,12,4,6356583.8,0.0819,6371817.909,,-3060430.808,-3928028.386,-5340565.281,,,,
19:47.8,20:05.9,530405.9,38.16137752,-122.4546056,-21.0735,0.018,0.068,12,4,6356583.8,0.0819,6371817.909,,-3060429.83,-3928028.719,-5340565.231,,,,
19:47.9,20:06.0,530406,38.16137816,-122.4546066,-21.0806,0.019,0.069,12,4,6356583.8,0.0819,6371817.909,,-3060428.935,-3928029.036,-5340565.166,,,,
19:48.0,20:06.1,530406.1,38.16137875,-122.4546076,-21.0891,0.019,0.07,12,4,6356583.8,0.0819,6371817.908,,-3060428.115,-3928029.348,-5340565.099,,,,
19:48.1,20:06.2,530406.2,38.16137936,-122.4546086,-21.0671,0.019,0.071,12,4,6356583.8,0.0819,6371817.908,,-3060427.279,-3928029.68,-5340565.058,,,,
19:48.2,20:06.3,530406.3,38.16138001,-122.4546096,-21.0698,0.019,0.072,12,4,6356583.8,0.0819,6371817.907,,-3060426.37,-3928030,-5340564.996,,,,
19:48.3,20:06.4,530406.4,38.16138068,-122.4546105,-21.0663,0.02,0.073,12,4,6356583.8,0.0819,6371817.907,,-3060425.425,-3928030.3,-5340564.946,,,,
19:48.4,20:06.5,530406.5,38.16138126,-122.4546115,-21.0727,0.02,0.074,12,4,6356583.8,0.0819,6371817.907,,-3060424.622,-3928030.612,-5340564.881,,,,
19:48.5,20:06.6,530406.6,38.16138182,-122.4546125,-21.0601,0.02,0.075,12,4,6356583.8,0.0819,6371817.906,,-3060423.858,-3928030.934,-5340564.832,,,,
19:48.6,20:06.7,530406.7,38.16138243,-122.4546135,-21.0553,0.02,0.076,12,4,6356583.8,0.0819,6371817.906,,-3060423.014,-3928031.255,-5340564.776,,,,
19:48.7,20:06.8,530406.8,38.1613831,-122.4546145,-21.0679,0.021,0.077,12,4,6356583.8,0.0819,6371817.906,,-3060422.07,-3928031.571,-5340564.706,,,,
19:48.8,20:06.9,530406.9,38.16138372,-122.4546155,-21.0609,0.021,0.078,12,4,6356583.8,0.0819,6371817.905,,-3060421.211,-3928031.895,-5340564.652,,,,
19:48.9,20:07.0,530407,38.16138436,-122.4546164,-21.0422,0.021,0.079,12,4,6356583.8,0.0819,6371817.905,,-3060420.32,-3928032.201,-5340564.614,,,,
19:49.0,20:07.1,530407.1,38.16138494,-122.4546174,-21.0664,0.021,0.08,12,4,6356583.8,0.0819,6371817.905,,-3060419.508,-3928032.502,-5340564.535,,,,
19:49.1,20:07.2,530407.2,38.16138555,-122.4546184,-21.0589,0.021,0.081,12,4,6356583.8,0.0819,6371817.904,,-3060418.665,-3928032.825,-5340564.481,,,,
19:49.2,20:07.3,530407.3,38.16138618,-122.4546195,-21.0705,0.022,0.081,12,4,6356583.8,0.0819,6371817.904,,-3060417.791,-3928033.165,-5340564.406,,,,
19:49.3,20:07.4,530407.4,38.16138682,-122.4546205,-21.0505,0.022,0.082,12,4,6356583.8,0.0819,6371817.904,,-3060416.908,-3928033.498,-5340564.363,,,,
19:49.4,20:07.5,530407.5,38.16138749,-122.4546215,-21.0292,0.022,0.083,12,4,6356583.8,0.0819,6371817.903,,-3060415.98,-3928033.835,-5340564.322,,,,
19:49.5,20:07.6,530407.6,38.16138805,-122.4546225,-21.0641,0.022,0.084,12,4,6356583.8,0.0819,6371817.903,,-3060415.194,-3928034.128,-5340564.233,,,,
19:49.6,20:07.7,530407.7,38.16138864,-122.4546235,-21.0692,0.022,0.084,12,4,6356583.8,0.0819,6371817.903,,-3060414.375,-3928034.442,-5340564.169,,,,
19:49.7,20:07.8,530407.8,38.16138923,-122.4546246,-21.0764,0.022,0.085,12,4,6356583.8,0.0819,6371817.902,,-3060413.564,-3928034.78,-5340564.097,,,,
19:49.8,20:07.9,530407.9,38.16138998,-122.4546256,-21.0418,0.018,0.068,12,4,6356583.8,0.0819,6371817.902,,-3060412.521,-3928035.133,-5340564.067,,,,
19:49.9,20:08.0,530408,38.16139069,-122.4546266,-21.0177,0.019,0.069,12,4,6356583.8,0.0819,6371817.902,,-3060411.534,-3928035.475,-5340564.028,,,,
19:50.0,20:08.1,530408.1,38.16139125,-122.4546277,-21.0494,0.019,0.07,12,4,6356583.8,0.0819,6371817.901,,-3060410.757,-3928035.796,-5340563.935,,,,
19:50.1,20:08.2,530408.2,38.16139183,-122.4546287,-21.044,0.019,0.071,12,4,6356583.8,0.0819,6371817.901,,-3060409.959,-3928036.115,-5340563.88,,,,
19:50.2,20:08.3,530408.3,38.16139243,-122.4546298,-21.0592,0.019,0.072,12,4,6356583.8,0.0819,6371817.901,,-3060409.128,-3928036.45,-5340563.802,,,,
19:50.3,20:08.4,530408.4,38.16139311,-122.4546308,-21.0484,0.02,0.073,12,4,6356583.8,0.0819,6371817.9,,-3060408.181,-3928036.781,-5340563.752,,,,
19:50.4,20:08.5,530408.5,38.16139378,-122.4546318,-21.0167,0.02,0.074,12,4,6356583.8,0.0819,6371817.9,,-3060407.258,-3928037.124,-5340563.719,,,,
19:50.5,20:08.6,530408.6,38.16139437,-122.4546328,-21.0442,0.02,0.075,12,4,6356583.8,0.0819,6371817.9,,-3060406.429,-3928037.424,-5340563.636,,,,
19:50.6,20:08.7,530408.7,38.16139499,-122.4546338,-21.0408,0.02,0.076,12,4,6356583.8,0.0819,6371817.899,,-3060405.569,-3928037.745,-5340563.579,,,,
19:50.7,20:08.8,530408.8,38.16139566,-122.4546349,-21.0398,0.021,0.077,12,4,6356583.8,0.0819,6371817.899,,-3060404.64,-3928038.096,-5340563.515,,,,
19:50.8,20:08.9,530408.9,38.1613963,-122.4546359,-21.0403,0.021,0.078,12,4,6356583.8,0.0819,6371817.899,,-3060403.747,-3928038.417,-5340563.455,,,,
19:50.9,20:09.0,530409,38.16139692,-122.4546369,-21.043,0.021,0.079,12,4,6356583.8,0.0819,6371817.898,,-3060402.884,-3928038.735,-5340563.393,,,,
19:51.0,20:09.1,530409.1,38.16139754,-122.4546379,-21.0412,0.021,0.08,12,4,6356583.8,0.0819,6371817.898,,-3060402.023,-3928039.055,-5340563.335,,,,
19:51.1,20:09.2,530409.2,38.16139822,-122.4546389,-21.0246,0.021,0.08,12,4,6356583.8,0.0819,6371817.898,,-3060401.078,-3928039.39,-5340563.289,,,,
19:51.2,20:09.3,530409.3,38.16139884,-122.45464,-21.0301,0.022,0.081,12,4,6356583.8,0.0819,6371817.897,,-3060400.222,-3928039.732,-5340563.219,,,,
19:51.3,20:09.4,530409.4,38.16139946,-122.454641,-21.0392,0.022,0.082,12,4,6356583.8,0.0819,6371817.897,,-3060399.356,-3928040.046,-5340563.152,,,,
19:51.4,20:09.5,530409.5,38.16140005,-122.4546421,-21.0514,0.022,0.083,12,4,6356583.8,0.0819,6371817.896,,-3060398.543,-3928040.382,-5340563.076,,,,
19:51.5,20:09.6,530409.6,38.16140073,-122.4546431,-21.0476,0.022,0.084,12,4,6356583.8,0.0819,6371817.896,,-3060397.592,-3928040.709,-5340563.02,,,,
19:51.6,20:09.7,530409.7,38.16140142,-122.454644,-21.0279,0.022,0.084,12,4,6356583.8,0.0819,6371817.896,,-3060396.624,-3928041.02,-5340562.983,,,,
19:51.7,20:09.8,530409.8,38.16140206,-122.454645,-21.0158,0.022,0.086,12,4,6356583.8,0.0819,6371817.895,,-3060395.738,-3928041.348,-5340562.933,,,,
19:51.8,20:09.9,530409.9,38.1614027,-122.4546461,-21.0444,0.018,0.068,12,4,6356583.8,0.0819,6371817.895,,-3060394.84,-3928041.678,-5340562.844,,,,
19:51.9,20:10.0,530410,38.16140328,-122.4546471,-21.0572,0.019,0.07,12,4,6356583.8,0.0819,6371817.895,,-3060394.033,-3928041.986,-5340562.773,,,,
19:52.0,20:10.1,530410.1,38.16140393,-122.4546481,-21.0316,0.019,0.071,12,4,6356583.8,0.0819,6371817.894,,-3060393.138,-3928042.324,-5340562.735,,,,
19:52.1,20:10.2,530410.2,38.1614046,-122.454649,-21.0279,0.019,0.072,12,4,6356583.8,0.0819,6371817.894,,-3060392.194,-3928042.623,-5340562.685,,,,
19:52.2,20:10.3,530410.3,38.16140519,-122.4546501,-21.0485,0.019,0.073,12,4,6356583.8,0.0819,6371817.894,,-3060391.376,-3928042.954,-5340562.602,,,,
19:52.3,20:10.4,530410.4,38.16140584,-122.4546511,-21.0396,0.02,0.074,12,4,6356583.8,0.0819,6371817.893,,-3060390.473,-3928043.281,-5340562.55,,,,
19:52.4,20:10.5,530410.5,38.16140651,-122.4546521,-21.0272,0.02,0.075,12,4,6356583.8,0.0819,6371817.893,,-3060389.541,-3928043.612,-5340562.501,,,,
19:52.5,20:10.6,530410.6,38.16140717,-122.4546532,-21.0279,0.02,0.076,12,4,6356583.8,0.0819,6371817.893,,-3060388.627,-3928043.961,-5340562.435,,,,
19:52.6,20:10.7,530410.7,38.16140783,-122.4546541,-21.009,0.02,0.076,12,4,6356583.8,0.0819,6371817.892,,-3060387.705,-3928044.269,-5340562.397,,,,
19:52.7,20:10.8,530410.8,38.1614084,-122.4546551,-21.033,0.021,0.077,12,4,6356583.8,0.0819,6371817.892,,-3060386.908,-3928044.569,-5340562.317,,,,
19:52.8,20:10.9,530410.9,38.16140905,-122.4546561,-21.0471,0.021,0.078,12,4,6356583.8,0.0819,6371817.892,,-3060385.993,-3928044.882,-5340562.246,,,,
19:52.9,20:11.0,530411,38.16140971,-122.4546571,-21.0291,0.021,0.079,12,4,6356583.8,0.0819,6371817.891,,-3060385.079,-3928045.216,-5340562.201,,,,
19:53.0,20:11.1,530411.1,38.16141034,-122.4546581,-21.0303,0.021,0.08,12,4,6356583.8,0.0819,6371817.891,,-3060384.202,-3928045.536,-5340562.141,,,,
19:53.1,20:11.2,530411.2,38.16141092,-122.4546591,-21.0331,0.021,0.081,12,4,6356583.8,0.0819,6371817.891,,-3060383.4,-3928045.85,-5340562.079,,,,
19:53.2,20:11.3,530411.3,38.16141154,-122.4546601,-21.0449,0.022,0.082,12,4,6356583.8,0.0819,6371817.89,,-3060382.532,-3928046.162,-5340562.009,,,,
19:53.3,20:11.4,530411.4,38.16141224,-122.454661,-21.0185,0.022,0.082,12,4,6356583.8,0.0819,6371817.89,,-3060381.553,-3928046.478,-5340561.978,,,,
19:53.4,20:11.5,530411.5,38.16141287,-122.4546621,-21.008,0.022,0.083,12,4,6356583.8,0.0819,6371817.89,,-3060380.689,-3928046.831,-5340561.921,,,,
19:53.5,20:11.6,530411.6,38.1614135,-122.4546631,-20.9978,0.022,0.084,12,4,6356583.8,0.0819,6371817.889,,-3060379.817,-3928047.157,-5340561.87,,,,
