rec_id,obc_timeStamp,obc_sensor,gps_validity,gps_utcTime,gps_latitude,gps_longitude,gps_fixQuality,gps_dilution,gps_speed,jm_netJoule,jm_voltage,jm_current,lfm_temperature,lfm_integratedCorrFlow,lfm_instantFlow,gps_lat,gps_long,gfs_netGasVolume,Lap,GPS Delta Distance(m),GPS Distance (m),GPS Speed (m/s),Acceleration (m/s^2),Grade (m/m),e_accel,e_grade,Roll Resistance coef,e_roll_resistance,e_drag,e_Road_Load_Total,e_Road_Load_netJoules,e_Road_Load_Total_Force,e_Road_Load_Work,LFM_vol_int,LFM_corr,LFM_corr_int,LFM Integrated Fuel Economy,Instant BSFC,Time
4811,11:45.9,ALL,ok,00.11.43,38°09.601877N,122°27.188569W,1,1.2,2.1,1336,13992,-3964,27.5,2.1127,3.447,38.09601877,122.2718857,,1,1.877711398,0.001877711,0.583333333,,,,,,,,,,,,,2.081023547,3.395317919,,,0.196083333
4812,11:46.0,ALL,ok,00.11.44,38°09.602835N,122°27.188991W,1,1.2,6,1310,13946,-3442,27.5,2.115,1.3786,38.09602835,122.2718899,,1,0,0.001877711,1.666666667,,,,,,,,,,,,,2.083289063,1.357930166,,,0.196138889
4813,11:46.2,ALL,ok,00.11.44,38°09.602835N,122°27.188991W,1,1.2,6,1310,13946,-3442,27.5,2.1197,2.8557,38.09602835,122.2718899,,1,0,0.001877711,1.666666667,,,,,,,,,,,,,2.087918594,2.812883487,,,0.196166667
4814,11:46.3,ALL,ok,00.11.44,38°09.602835N,122°27.188991W,1,1.2,6,1310,13946,-3442,27.5,2.1209,0.6894,38.09602835,122.2718899,,1,0,0.001877711,1.666666667,,,,,,,,,,,,,2.089100602,0.679063584,,,0.196194444
4815,11:46.4,ALL,ok,00.11.44,38°09.602835N,122°27.188991W,1,1.2,6,1310,13946,-3442,27.5,2.1243,2.0681,38.09602835,122.2718899,,1,0,0.001877711,1.666666667,,,,,,,,,,,,,2.092449624,2.037092251,,,0.196222222
4816,11:46.5,ALL,ok,00.11.44,38°09.602835N,122°27.188991W,1,1.2,6,1310,13946,-3442,27.5,2.1258,0.8863,38.09602835,122.2718899,,1,0,0.001877711,1.666666667,,,,,,,,,,,,,2.093927134,0.873011393,,,0.19625
4817,11:46.6,ALL,ok,00.11.44,38°09.602835N,122°27.188991W,1,1.2,6,1287,13637,-1836,27.4,2.1266,0.506,38.09602835,122.2718899,,1,0,0.001877711,1.666666667,,,,,,,,,,,,,2.094970219,0.498474057,,,0.196277778
4818,11:46.7,ALL,ok,00.11.44,38°09.602835N,122°27.188991W,1,1.2,6,1287,13637,-1836,27.4,2.1288,1.2805,38.09602835,122.2718899,,1,0,0.001877711,1.666666667,,,,,,,,,,,,,2.097137497,1.261454606,,,0.196305556
4819,11:46.8,ALL,ok,00.11.44,38°09.602835N,122°27.188991W,1,1.2,6,1287,13637,-1836,27.4,2.1289,0.0984,38.09602835,122.2718899,,1,0,0.001877711,1.666666667,,,,,,,,,,,,,2.09723601,0.096936457,,,0.196333333
4820,11:46.9,ALL,ok,00.11.44,38°09.602835N,122°27.188991W,1,1.2,6,1287,13637,-1836,27.4,2.1321,1.8714,38.09602835,122.2718899,,1,3.362356879,0.005240068,1.666666667,,,,,,,,,,,,,2.100388415,1.843565911,,,0.196361111
4821,11:47.0,ALL,ok,00.11.45,38°09.604549N,122°27.189752W,1,1.2,9.7,1287,13637,-1836,27.3,2.1323,0.1355,38.09604549,122.2718975,,1,0,0.005240068,2.694444444,,,,,,,,,,,,,2.100841203,0.133500907,,,0.196388889
4822,11:47.1,ALL,ok,00.11.45,38°09.604549N,122°27.189752W,1,1.2,9.7,1267,13620,-2950,27.3,2.1333,0.5909,38.09604549,122.2718975,,1,0,0.005240068,2.694444444,,,,,,,,,,,,,2.101826449,0.582182182,,,0.196416667
4823,11:47.2,ALL,ok,00.11.45,38°09.604549N,122°27.189752W,1,1.2,9.7,1267,13620,-2950,27.3,2.1346,0.7881,38.09604549,122.2718975,,1,0,0.005240068,2.694444444,,,,,,,,,,,,,2.10310727,0.7764728,,,0.196444444
4824,11:47.3,ALL,ok,00.11.45,38°09.604549N,122°27.189752W,1,1.2,9.7,1267,13620,-2950,27.3,2.1346,0,38.09604549,122.2718975,,1,0,0.005240068,2.694444444,,,,,,,,,,,,,2.10310727,0,,,0.196472222
4825,11:47.4,ALL,ok,00.11.45,38°09.604549N,122°27.189752W,1,1.2,9.7,1267,13620,-2950,27.3,2.1354,0.4925,38.09604549,122.2718975,,1,0,0.005240068,2.694444444,,,,,,,,,,,,,2.103895467,0.485233922,,,0.1965
4826,11:47.5,ALL,ok,00.11.45,38°09.604549N,122°27.189752W,1,1.2,9.7,1267,13620,-2950,27.3,2.1354,0,38.09604549,122.2718975,,1,0,0.005240068,2.694444444,,,,,,,,,,,,,2.103895467,0,,,0.196527778
4827,11:47.6,ALL,ok,00.11.45,38°09.604549N,122°27.189752W,1,1.2,9.7,1249,13620,-2886,27.3,2.1364,0.5911,38.09604549,122.2718975,,1,0,0.005240068,2.694444444,,,,,,,,,,,,,2.104880714,0.582379231,,,0.196555556
4828,11:47.7,ALL,ok,00.11.45,38°09.604549N,122°27.189752W,1,1.2,9.7,1249,13620,-2886,27.3,2.1364,0,38.09604549,122.2718975,,1,0,0.005240068,2.694444444,,,,,,,,,,,,,2.104880714,0,,,0.196583333
4829,11:47.8,ALL,ok,00.11.45,38°09.604549N,122°27.189752W,1,1.2,9.7,1249,13620,-2886,27.3,2.1364,0,38.09604549,122.2718975,,1,0,0.005240068,2.694444444,,,,,,,,,,,,,2.104880714,0,,,0.196611111
4830,11:47.9,ALL,ok,00.11.45,38°09.604549N,122°27.189752W,1,1.2,9.7,1249,13620,-2886,27.3,2.1365,0.0984,38.09604549,122.2718975,,1,12.00581192,0.01724588,2.694444444,,,,,,,,,,,,,2.104979238,0.09694826,,,0.196638889
4831,11:48.0,ALL,ok,00.11.46,38°09.610662N,122°27.192495W,1,1.2,26.3,1249,13620,-2886,27.3,2.1365,0,38.09610662,122.271925,,1,0,0.01724588,7.305555556,,,,,,,,,,,,,2.104979238,0,,,0.196666667
4832,11:48.1,ALL,ok,00.11.46,38°09.610662N,122°27.192495W,1,1.2,26.3,1230,13604,-2689,27.3,2.1365,0,38.09610662,122.271925,,1,0,0.01724588,7.305555556,,,,,,,,,,,,,2.104979238,0,,,0.196694444
4833,11:48.2,ALL,ok,00.11.46,38°09.610662N,122°27.192495W,1,1.2,26.3,1230,13604,-2689,27.3,2.1365,0,38.09610662,122.271925,,1,0,0.01724588,7.305555556,,,,,,,,,,,,,2.104979238,0,,,0.196722222
4834,11:48.3,ALL,ok,00.11.46,38°09.610662N,122°27.192495W,1,1.2,26.3,1230,13604,-2689,27.3,2.137,0,38.09610662,122.271925,,1,0,0.01724588,7.305555556,,,,,,,,,,,,,2.105471861,0,,,0.19675
4835,11:48.4,ALL,ok,00.11.46,38°09.610662N,122°27.192495W,1,1.2,26.3,1230,13604,-2689,27.3,2.137,0,38.09610662,122.271925,,1,0,0.01724588,7.305555556,,,,,,,,,,,,,2.105471861,0,,,0.196777778
4836,11:48.5,ALL,ok,00.11.46,38°09.610662N,122°27.192495W,1,1.2,26.3,1214,13500,-1658,27.3,2.138,0.5911,38.09610662,122.271925,,1,0,0.01724588,7.305555556,,,,,,,,,,,,,2.106457108,0.582379231,,,0.196805556
4837,11:48.6,ALL,ok,00.11.46,38°09.610662N,122°27.192495W,1,1.2,26.3,1214,13500,-1658,27.3,2.138,0,38.09610662,122.271925,,1,0,0.01724588,7.305555556,,,,,,,,,,,,,2.106457108,0,,,0.196833333
4838,11:48.7,ALL,ok,00.11.46,38°09.610662N,122°27.192495W,1,1.2,26.3,1214,13500,-1658,27.3,2.1384,0.197,38.09610662,122.271925,,1,0,0.01724588,7.305555556,,,,,,,,,,,,,2.106851207,0.194093569,,,0.196861111
4839,11:48.8,ALL,ok,00.11.46,38°09.610662N,122°27.192495W,1,1.2,26.3,1214,13500,-1658,27.3,2.1393,0.5909,38.09610662,122.271925,,1,0,0.01724588,7.305555556,,,,,,,,,,,,,2.107737928,0.582182182,,,0.196888889
4840,11:48.9,ALL,ok,00.11.46,38°09.610662N,122°27.192495W,1,1.2,26.3,1214,13500,-1658,27.3,2.1393,0,38.09610662,122.271925,,1,7.470583703,0.024716464,7.305555556,,,,,,,,,,,,,2.107737928,0,,,0.196916667
4841,11:49.0,ALL,ok,00.11.47,38°09.614410N,122°27.194391W,1,1.2,27.1,1215,13037,202,27.3,2.1393,0,38.0961441,122.2719439,,1,0,0.024716464,7.527777778,,,,,,,,,,,,,2.107737928,0,,,0.196944444
4842,11:49.1,ALL,ok,00.11.47,38°09.614410N,122°27.194391W,1,1.2,27.1,1215,13037,202,27.3,2.1393,0,38.0961441,122.2719439,,1,0,0.024716464,7.527777778,,,,,,,,,,,,,2.107737928,0,,,0.196972222
4843,11:49.2,ALL,ok,00.11.47,38°09.614410N,122°27.194391W,1,1.2,27.1,1215,13037,202,27.3,2.14,0.3941,38.0961441,122.2719439,,1,0,0.024716464,7.527777778,,,,,,,,,,,,,2.108427601,0.388285662,,,0.197
4844,11:49.3,ALL,ok,00.11.47,38°09.614410N,122°27.194391W,1,1.2,27.1,1215,13037,202,27.3,2.14,0,38.0961441,122.2719439,,1,0,0.024716464,7.527777778,,,,,,,,,,,,,2.108427601,0,,,0.197027778
4845,11:49.4,ALL,ok,00.11.47,38°09.614410N,122°27.194391W,1,1.2,27.1,1215,13037,202,27.3,2.1403,0.197,38.0961441,122.2719439,,1,0,0.024716464,7.527777778,,,,,,,,,,,,,2.108723175,0.194093569,,,0.197055556
4846,11:49.5,ALL,ok,00.11.47,38°09.614410N,122°27.194391W,1,1.2,27.1,1218,12986,391,27.3,2.1407,0.197,38.0961441,122.2719439,,1,0,0.024716464,7.527777778,,,,,,,,,,,,,2.109117274,0.194093569,,,0.197083333
4847,11:49.6,ALL,ok,00.11.47,38°09.614410N,122°27.194391W,1,1.2,27.1,1218,12986,391,27.3,2.1407,0,38.0961441,122.2719439,,1,0,0.024716464,7.527777778,,,,,,,,,,,,,2.109117274,0,,,0.197111111
4848,11:49.8,ALL,ok,00.11.47,38°09.614410N,122°27.194391W,1,1.2,27.1,1218,12986,391,27.3,2.1408,0.0984,38.0961441,122.2719439,,1,0,0.024716464,7.527777778,,,,,,,,,,,,,2.109215798,0.09694826,,,0.197166667
4849,11:49.9,ALL,ok,00.11.47,38°09.614410N,122°27.194391W,1,1.2,27.1,1218,12986,391,27.3,2.1408,0,38.0961441,122.2719439,,1,0,0.024716464,7.527777778,,,,,,,,,,,,,2.109215798,0,,,0.197194444
4850,11:50.0,ALL,ok,00.11.47,38°09.614410N,122°27.194391W,1,1.2,27.1,1218,12986,391,27.3,2.1408,0,38.0961441,122.2719439,,1,7.516247011,0.032232711,7.527777778,,,,,,,,,,,,,2.109215798,0,,,0.197222222
4851,11:50.1,ALL,ok,00.11.48,38°09.618187N,122°27.196279W,1,1.2,26.6,1219,12981,175,27.3,2.1408,0,38.09618187,122.2719628,,1,0,0.032232711,7.388888889,,,,,,,,,,,,,2.109215798,0,,,0.19725
4852,11:50.2,ALL,ok,00.11.48,38°09.618187N,122°27.196279W,1,1.2,26.6,1219,12981,175,27.3,2.1411,0.1971,38.09618187,122.2719628,,1,0,0.032232711,7.388888889,,,,,,,,,,,,,2.109511372,0.194192094,,,0.197277778
4853,11:50.3,ALL,ok,00.11.48,38°09.618187N,122°27.196279W,1,1.2,26.6,1219,12981,175,27.3,2.1411,0,38.09618187,122.2719628,,1,0,0.032232711,7.388888889,,,,,,,,,,,,,2.109511372,0,,,0.197305556
4854,11:50.4,ALL,ok,00.11.48,38°09.618187N,122°27.196279W,1,1.2,26.6,1219,12981,175,27.3,2.1411,0,38.09618187,122.2719628,,1,0,0.032232711,7.388888889,,,,,,,,,,,,,2.109511372,0,,,0.197333333
4855,11:50.5,ALL,ok,00.11.48,38°09.618187N,122°27.196279W,1,1.2,26.6,1219,12981,175,27.3,2.1411,0,38.09618187,122.2719628,,1,0,0.032232711,7.388888889,,,,,,,,,,,,,2.109511372,0,,,0.197361111
4856,11:50.6,ALL,ok,00.11.48,38°09.618187N,122°27.196279W,1,1.2,26.6,1220,12964,174,27.3,2.1411,0,38.09618187,122.2719628,,1,0,0.032232711,7.388888889,,,,,,,,,,,,,2.109511372,0,,,0.197388889
4857,11:50.7,ALL,ok,00.11.48,38°09.618187N,122°27.196279W,1,1.2,26.6,1220,12964,174,27.3,2.1411,0,38.09618187,122.2719628,,1,0,0.032232711,7.388888889,,,,,,,,,,,,,2.109511372,0,,,0.197416667
4858,11:50.8,ALL,ok,00.11.48,38°09.618187N,122°27.196279W,1,1.2,26.6,1220,12964,174,27.3,2.1411,0,38.09618187,122.2719628,,1,0,0.032232711,7.388888889,,,,,,,,,,,,,2.109511372,0,,,0.197444444
4859,11:50.9,ALL,ok,00.11.48,38°09.618187N,122°27.196279W,1,1.2,26.6,1220,12964,174,27.3,2.1411,0,38.09618187,122.2719628,,1,7.848197705,0.040080909,7.388888889,,,,,,,,,,,,,2.109511372,0,,,0.197472222
4860,11:51.0,ALL,ok,00.11.49,38°09.622130N,122°27.198253W,1,1.2,26.2,1220,12964,174,27.3,2.1411,0,38.0962213,122.2719825,,1,0,0.040080909,7.277777778,,,,,,,,,,,,,2.109511372,0,,,0.1975
4861,11:51.1,ALL,ok,00.11.49,38°09.622130N,122°27.198253W,1,1.2,26.2,1221,12950,176,27.3,2.1418,0.394,38.0962213,122.2719825,,1,0,0.040080909,7.277777778,,,,,,,,,,,,,2.110201045,0.388187138,,,0.197527778
4862,11:51.2,ALL,ok,00.11.49,38°09.622130N,122°27.198253W,1,1.2,26.2,1221,12950,176,27.3,2.1418,0,38.0962213,122.2719825,,1,0,0.040080909,7.277777778,,,,,,,,,,,,,2.110201045,0,,,0.197555556
4863,11:51.3,ALL,ok,00.11.49,38°09.622130N,122°27.198253W,1,1.2,26.2,1221,12950,176,27.3,2.1426,0.4925,38.0962213,122.2719825,,1,0,0.040080909,7.277777778,,,,,,,,,,,,,2.110989242,0.485233922,,,0.197583333
4864,11:51.4,ALL,ok,00.11.49,38°09.622130N,122°27.198253W,1,1.2,26.2,1221,12950,176,27.3,2.1426,0,38.0962213,122.2719825,,1,0,0.040080909,7.277777778,,,,,,,,,,,,,2.110989242,0,,,0.197611111
4865,11:51.5,ALL,ok,00.11.49,38°09.622130N,122°27.198253W,1,1.2,26.2,1221,12950,176,27.3,2.1426,0,38.0962213,122.2719825,,1,0,0.040080909,7.277777778,,,,,,,,,,,,,2.110989242,0,,,0.197638889
4866,11:51.6,ALL,ok,00.11.49,38°09.622130N,122°27.198253W,1,1.2,26.2,1222,12936,175,27.3,2.1425,-0.0984,38.0962213,122.2719825,,1,0,0.040080909,7.277777778,,,,,,,,,,,,,2.110890717,-0.09694826,,,0.197666667
4867,11:51.7,ALL,ok,00.11.49,38°09.622130N,122°27.198253W,1,1.2,26.2,1222,12936,175,27.3,2.1425,0,38.0962213,122.2719825,,1,0,0.040080909,7.277777778,,,,,,,,,,,,,2.110890717,0,,,0.197694444
4868,11:51.8,ALL,ok,00.11.49,38°09.622130N,122°27.198253W,1,1.2,26.2,1222,12936,175,27.3,2.1425,0,38.0962213,122.2719825,,1,0,0.040080909,7.277777778,,,,,,,,,,,,,2.110890717,0,,,0.197722222
4869,11:51.9,ALL,ok,00.11.49,38°09.622130N,122°27.198253W,1,1.2,26.2,1222,12936,175,27.3,2.1425,0,38.0962213,122.2719825,,1,7.47719612,0.047558105,7.277777778,,,,,,,,,,,,,2.110890717,0,,,0.19775
4870,11:52.0,ALL,ok,00.11.50,38°09.625790N,122°27.200420W,1,1.2,26,1222,12936,175,27.3,2.1425,0,38.0962579,122.2720042,,1,0,0.047558105,7.222222222,,,,,,,,,,,,,2.110890717,0,,,0.197777778
4871,11:52.1,ALL,ok,00.11.50,38°09.625790N,122°27.200420W,1,1.2,26,1223,12924,170,27.3,2.1425,0,38.0962579,122.2720042,,1,0,0.047558105,7.222222222,,,,,,,,,,,,,2.110890717,0,,,0.197805556
4872,11:52.2,ALL,ok,00.11.50,38°09.625790N,122°27.200420W,1,1.2,26,1223,12924,170,27.3,2.1425,0,38.0962579,122.2720042,,1,0,0.047558105,7.222222222,,,,,,,,,,,,,2.110890717,0,,,0.197833333
4873,11:52.3,ALL,ok,00.11.50,38°09.625790N,122°27.200420W,1,1.2,26,1223,12924,170,27.3,2.1425,0,38.0962579,122.2720042,,1,0,0.047558105,7.222222222,,,,,,,,,,,,,2.110890717,0,,,0.197861111
4874,11:52.4,ALL,ok,00.11.50,38°09.625790N,122°27.200420W,1,1.2,26,1223,12924,170,27.3,2.1425,0,38.0962579,122.2720042,,1,0,0.047558105,7.222222222,,,,,,,,,,,,,2.110890717,0,,,0.197888889
4875,11:52.5,ALL,ok,00.11.50,38°09.625790N,122°27.200420W,1,1.2,26,1225,12915,174,27.3,2.142,-0.2955,38.0962579,122.2720042,,1,0,0.047558105,7.222222222,,,,,,,,,,,,,2.110398094,-0.291140353,,,0.197916667
4876,11:52.6,ALL,ok,00.11.50,38°09.625790N,122°27.200420W,1,1.2,26,1225,12915,174,27.3,2.142,0,38.0962579,122.2720042,,1,0,0.047558105,7.222222222,,,,,,,,,,,,,2.110398094,0,,,0.197944444
4877,11:52.7,ALL,ok,00.11.50,38°09.625790N,122°27.200420W,1,1.2,26,1225,12915,174,27.3,2.142,0,38.0962579,122.2720042,,1,0,0.047558105,7.222222222,,,,,,,,,,,,,2.110398094,0,,,0.197972222
4878,11:52.8,ALL,ok,00.11.50,38°09.625790N,122°27.200420W,1,1.2,26,1225,12915,174,27.3,2.142,0,38.0962579,122.2720042,,1,0,0.047558105,7.222222222,,,,,,,,,,,,,2.110398094,0,,,0.198
4879,11:52.9,ALL,ok,00.11.50,38°09.625790N,122°27.200420W,1,1.2,26,1225,12915,174,27.3,2.142,0,38.0962579,122.2720042,,1,6.833848714,0.054391953,7.222222222,,,,,,,,,,,,,2.110398094,0,,,0.198027778
4880,11:53.0,ALL,ok,00.11.51,38°09.629192N,122°27.202237W,1,1.2,25.8,1226,12906,176,27.3,2.142,0,38.09629192,122.2720224,,1,0,0.054391953,7.166666667,,,,,,,,,,,,,2.110398094,0,,,0.198055556
4881,11:53.1,ALL,ok,00.11.51,38°09.629192N,122°27.202237W,1,1.2,25.8,1226,12906,176,27.3,2.142,0,38.09629192,122.2720224,,1,0,0.054391953,7.166666667,,,,,,,,,,,,,2.110398094,0,,,0.198083333
4882,11:53.2,ALL,ok,00.11.51,38°09.629192N,122°27.202237W,1,1.2,25.8,1226,12906,176,27.3,2.142,0,38.09629192,122.2720224,,1,0,0.054391953,7.166666667,,,,,,,,,,,,,2.110398094,0,,,0.198111111
4883,11:53.3,ALL,ok,00.11.51,38°09.629192N,122°27.202237W,1,1.2,25.8,1226,12906,176,27.3,2.142,0,38.09629192,122.2720224,,1,0,0.054391953,7.166666667,,,,,,,,,,,,,2.110398094,0,,,0.198138889
4884,11:53.4,ALL,ok,00.11.51,38°09.629192N,122°27.202237W,1,1.2,25.8,1226,12906,176,27.3,2.142,0,38.09629192,122.2720224,,1,0,0.054391953,7.166666667,,,,,,,,,,,,,2.110398094,0,,,0.198166667
4885,11:53.5,ALL,ok,00.11.51,38°09.629192N,122°27.202237W,1,1.2,25.8,1227,12897,176,27.3,2.142,0,38.09629192,122.2720224,,1,0,0.054391953,7.166666667,,,,,,,,,,,,,2.110398094,0,,,0.198194444
4886,11:53.7,ALL,ok,00.11.51,38°09.629192N,122°27.202237W,1,1.2,25.8,1227,12897,176,27.3,2.142,0,38.09629192,122.2720224,,1,0,0.054391953,7.166666667,,,,,,,,,,,,,2.110398094,0,,,0.19825
4887,11:53.8,ALL,ok,00.11.51,38°09.629192N,122°27.202237W,1,1.2,25.8,1227,12897,176,27.3,2.142,0,38.09629192,122.2720224,,1,0,0.054391953,7.166666667,,,,,,,,,,,,,2.110398094,0,,,0.198277778
4888,11:53.9,ALL,ok,00.11.51,38°09.629192N,122°27.202237W,1,1.2,25.8,1227,12897,176,27.3,2.142,0,38.09629192,122.2720224,,1,0,0.054391953,7.166666667,,,,,,,,,,,,,2.110398094,0,,,0.198305556
4889,11:54.0,ALL,ok,00.11.51,38°09.629192N,122°27.202237W,1,1.2,25.8,1227,12897,176,27.3,2.1421,0.0986,38.09629192,122.2720224,,1,6.839699875,0.061231653,7.166666667,,,,,,,,,,,,,2.110496619,0.097145309,,,0.198333333
4890,11:54.1,ALL,ok,00.11.52,38°09.632468N,122°27.204405W,1,1.2,25.6,1228,12890,177,27.3,2.1421,0,38.09632468,122.2720441,,1,0,0.061231653,7.111111111,,,,,,,,,,,,,2.110496619,0,,,0.198361111
4891,11:54.2,ALL,ok,00.11.52,38°09.632468N,122°27.204405W,1,1.2,25.6,1228,12890,177,27.3,2.1425,0.197,38.09632468,122.2720441,,1,0,0.061231653,7.111111111,,,,,,,,,,,,,2.110890717,0.194093569,,,0.198388889
4892,11:54.3,ALL,ok,00.11.52,38°09.632468N,122°27.204405W,1,1.2,25.6,1228,12890,177,27.3,2.1425,0,38.09632468,122.2720441,,1,0,0.061231653,7.111111111,,,,,,,,,,,,,2.110890717,0,,,0.198416667
4893,11:54.4,ALL,ok,00.11.52,38°09.632468N,122°27.204405W,1,1.2,25.6,1228,12890,177,27.3,2.1426,0.0984,38.09632468,122.2720441,,1,0,0.061231653,7.111111111,,,,,,,,,,,,,2.110989242,0.09694826,,,0.198444444
4894,11:54.5,ALL,ok,00.11.52,38°09.632468N,122°27.204405W,1,1.2,25.6,1228,12890,177,27.3,2.1428,0.0986,38.09632468,122.2720441,,1,0,0.061231653,7.111111111,,,,,,,,,,,,,2.111186291,0.097145309,,,0.198472222
4895,11:54.6,ALL,ok,00.11.52,38°09.632468N,122°27.204405W,1,1.2,25.6,1229,12883,176,27.3,2.1428,0,38.09632468,122.2720441,,1,0,0.061231653,7.111111111,,,,,,,,,,,,,2.111186291,0,,,0.1985
4896,11:54.7,ALL,ok,00.11.52,38°09.632468N,122°27.204405W,1,1.2,25.6,1229,12883,176,27.3,2.143,0.0984,38.09632468,122.2720441,,1,0,0.061231653,7.111111111,,,,,,,,,,,,,2.111383341,0.09694826,,,0.198527778
4897,11:54.8,ALL,ok,00.11.52,38°09.632468N,122°27.204405W,1,1.2,25.6,1229,12883,176,27.3,2.143,0,38.09632468,122.2720441,,1,0,0.061231653,7.111111111,,,,,,,,,,,,,2.111383341,0,,,0.198555556
4898,11:54.9,ALL,ok,00.11.52,38°09.632468N,122°27.204405W,1,1.2,25.6,1229,12883,176,27.3,2.143,0,38.09632468,122.2720441,,1,6.876398148,0.068108051,7.111111111,,,,,,,,,,,,,2.111383341,0,,,0.198583333
4899,11:55.0,ALL,ok,00.11.53,38°09.635650N,122°27.206838W,1,1.2,25.4,1229,12883,176,27.3,2.143,0,38.0963565,122.2720684,,1,0,0.068108051,7.055555556,,,,,,,,,,,,,2.111383341,0,,,0.198611111
4900,11:55.1,ALL,ok,00.11.53,38°09.635650N,122°27.206838W,1,1.2,25.4,1230,12875,173,27.3,2.143,0,38.0963565,122.2720684,,1,0,0.068108051,7.055555556,,,,,,,,,,,,,2.111383341,0,,,0.198638889
4901,11:55.2,ALL,ok,00.11.53,38°09.635650N,122°27.206838W,1,1.2,25.4,1230,12875,173,27.3,2.1431,0.0986,38.0963565,122.2720684,,1,0,0.068108051,7.055555556,,,,,,,,,,,,,2.111481865,0.097145309,,,0.198666667
4902,11:55.3,ALL,ok,00.11.53,38°09.635650N,122°27.206838W,1,1.2,25.4,1230,12875,173,27.3,2.1431,0,38.0963565,122.2720684,,1,0,0.068108051,7.055555556,,,,,,,,,,,,,2.111481865,0,,,0.198694444
4903,11:55.4,ALL,ok,00.11.53,38°09.635650N,122°27.206838W,1,1.2,25.4,1230,12875,173,27.3,2.1436,0.2955,38.0963565,122.2720684,,1,0,0.068108051,7.055555556,,,,,,,,,,,,,2.111974489,0.291140353,,,0.198722222
4904,11:55.5,ALL,ok,00.11.53,38°09.635650N,122°27.206838W,1,1.2,25.4,1230,12875,173,27.3,2.1439,0.197,38.0963565,122.2720684,,1,0,0.068108051,7.055555556,,,,,,,,,,,,,2.112270063,0.194093569,,,0.19875
4905,11:55.6,ALL,ok,00.11.53,38°09.635650N,122°27.206838W,1,1.2,25.4,1231,12869,176,27.3,2.1439,0,38.0963565,122.2720684,,1,0,0.068108051,7.055555556,,,,,,,,,,,,,2.112270063,0,,,0.198777778
4906,11:55.7,ALL,ok,00.11.53,38°09.635650N,122°27.206838W,1,1.2,25.4,1231,12869,176,27.3,2.1444,0.2955,38.0963565,122.2720684,,1,0,0.068108051,7.055555556,,,,,,,,,,,,,2.112762686,0.291140353,,,0.198805556
4907,11:55.8,ALL,ok,00.11.53,38°09.635650N,122°27.206838W,1,1.2,25.4,1231,12869,176,27.3,2.1444,0,38.0963565,122.2720684,,1,0,0.068108051,7.055555556,,,,,,,,,,,,,2.112762686,0,,,0.198833333
4908,11:55.9,ALL,ok,00.11.53,38°09.635650N,122°27.206838W,1,1.2,25.4,1231,12869,176,27.3,2.1449,0.2955,38.0963565,122.2720684,,1,7.529123524,0.075637175,7.055555556,,,,,,,,,,,,,2.113255309,0.291140353,,,0.198861111
4909,11:56.0,ALL,ok,00.11.54,38°09.639072N,122°27.209629W,1,1.2,25.1,1232,12864,173,27.3,2.1449,0.2955,38.09639072,122.2720963,,1,0,0.075637175,6.972222222,,,,,,,,,,,,,2.113255309,0.291140353,,,0.198888889
4910,11:56.1,ALL,ok,00.11.54,38°09.639072N,122°27.209629W,1,1.2,25.1,1232,12864,173,27.3,2.1451,0,38.09639072,122.2720963,,1,0,0.075637175,6.972222222,,,,,,,,,,,,,2.113452358,0,,,0.198916667
4911,11:56.2,ALL,ok,00.11.54,38°09.639072N,122°27.209629W,1,1.2,25.1,1232,12864,173,27.3,2.1461,0.5911,38.09639072,122.2720963,,1,0,0.075637175,6.972222222,,,,,,,,,,,,,2.114437605,0.582379231,,,0.198944444
4912,11:56.3,ALL,ok,00.11.54,38°09.639072N,122°27.209629W,1,1.2,25.1,1232,12864,173,27.3,2.1461,0,38.09639072,122.2720963,,1,0,0.075637175,6.972222222,,,,,,,,,,,,,2.114437605,0,,,0.198972222
4913,11:56.4,ALL,ok,00.11.54,38°09.639072N,122°27.209629W,1,1.2,25.1,1232,12864,173,27.3,2.1464,0.197,38.09639072,122.2720963,,1,0,0.075637175,6.972222222,,,,,,,,,,,,,2.114733179,0.194093569,,,0.199
4914,11:56.5,ALL,ok,00.11.54,38°09.639072N,122°27.209629W,1,1.2,25.1,1234,12858,175,27.3,2.1464,0,38.09639072,122.2720963,,1,0,0.075637175,6.972222222,,,,,,,,,,,,,2.114733179,0,,,0.199027778
4915,11:56.6,ALL,ok,00.11.54,38°09.639072N,122°27.209629W,1,1.2,25.1,1234,12858,175,27.3,2.1464,0,38.09639072,122.2720963,,1,0,0.075637175,6.972222222,,,,,,,,,,,,,2.114733179,0,,,0.199055556
4916,11:56.7,ALL,ok,00.11.54,38°09.639072N,122°27.209629W,1,1.2,25.1,1234,12858,175,27.3,2.1471,0.394,38.09639072,122.2720963,,1,0,0.075637175,6.972222222,,,,,,,,,,,,,2.115422852,0.388187138,,,0.199083333
4917,11:56.8,ALL,ok,00.11.54,38°09.639072N,122°27.209629W,1,1.2,25.1,1234,12858,175,27.3,2.1471,0,38.09639072,122.2720963,,1,0,0.075637175,6.972222222,,,,,,,,,,,,,2.115422852,0,,,0.199111111
